Customer ID,First Name,Last Name,Zip Code
C5212,Patricia,Smith,60601
C8970,John,Smith,30301
C9766,Elizabeth,Jones,80201
C1536,James,Miller,19101
C2625,William,Davis,60601
C8973,James,Miller,10001
C9577,Mary,Johnson,60601
C9070,James,Smith,60601
C9609,Michael,Smith,80201
C7490,James,Garcia,10001
C4600,Barbara,Garcia,77001
C7783,Patricia,Jones,80201
C5971,William,Martinez,94101
C2205,Mary,Jones,10001
C2990,Elizabeth,Smith,90001
C6299,Mary,Jones,10001
C4572,Michael,Martinez,77001
C6975,William,Jones,33101
C7320,Mary,Johnson,80201
C5757,Elizabeth,Davis,19101
C3713,John,Johnson,19101
C1966,Robert,Smith,77001
C5944,Robert,Martinez,33101
C4432,Patricia,Brown,19101
C1688,John,Smith,60601
C5243,Robert,Miller,19101
C4701,Robert,Davis,30301
C9533,Michael,Jones,94101
C6182,William,Davis,80201
C7704,William,Miller,33101
C5422,Patricia,Martinez,85001
C2759,Elizabeth,Davis,85001
C3482,John,Williams,60601
C9058,Robert,Johnson,94101
C1951,Patricia,Williams,85001
C9914,John,Williams,77001
C3079,Patricia,Jones,85001
C3717,Mary,Miller,19101
C5524,Michael,Smith,94101
C9477,William,Brown,60601
C8311,Patricia,Garcia,60601
C3065,Barbara,Johnson,94101
C1768,John,Johnson,90001
C6490,Robert,Garcia,77001
C7645,Barbara,Smith,90001
C6083,James,Davis,80201
C6797,Elizabeth,Brown,94101
C5926,Robert,Rodriguez,85001
C7016,James,Williams,33101
C4335,James,Martinez,80201
